Date,Lieu,Ville,Type,Prix,Artiste,Image
28 avr. 2023,ZENITH LIMOGES METROPOLE,LIMOGES,DANSE - DANSE CLASSIQUE,42.0,LE LAC DES CYGNES- BALLET ET ORCHESTRE,https://static.ticketmaster.fr/static/images/vignettes/a_522536.gif
28 avr. 2023,LE ZEPHYR,HEM,DANSE - DANSE CONTEMPORAINE,35.0,"""ENTRE NOUS BY DPENDANSE""",https://static.ticketmaster.fr/static/images/vignettes/n_entre-nous-by-d-pendanse.gif
29 avr. 2023,LE KURSAAL,DUNKERQUE,DANSE - DANSE CONTEMPORAINE,35.0,"""ENTRE NOUS BY DPENDANSE""",https://static.ticketmaster.fr/static/images/vignettes/n_entre-nous-by-d-pendanse.gif
30 avr. 2023,PALAIS DES FESTIVALS-THEATRE DEBUSSY,CANNES,DANSE - DANSE CLASSIQUE,11.0,ORCHESTRE DE CANNES,https://static.ticketmaster.fr/static/images/vignettes/a_527404.gif
30 avr. 2023,ZENITH,ST ETIENNE,DANSE - DANSE CLASSIQUE,42.0,LE LAC DES CYGNES- BALLET ET ORCHESTRE,https://static.ticketmaster.fr/static/images/vignettes/a_523985.gif
2 mai 2023,LE CEPAC SILO,MARSEILLE,DANSE - DANSE CONTEMPORAINE,35.0,LA MARCHE BLEUE,https://static.ticketmaster.fr/static/images/vignettes/a_542459.gif
2 mai 2023,La Halle de Martigues,MARTIGUES,DANSE - DANSE CLASSIQUE,42.0,LE LAC DES CYGNES- BALLET ET ORCHESTRE,https://static.ticketmaster.fr/static/images/vignettes/a_542367.gif
3 au 31 mai 2023,PALAIS GARNIER / OPERA GARNIER,PARIS,DANSE - DANSE CLASSIQUE,104.0,THE DANTE PROJECT,https://static.ticketmaster.fr/static/images/vignettes/a_526081.gif
3 mai 2023,PALAIS DES CONGRES,MONTELIMAR,DANSE - DANSE CLASSIQUE,42.0,LE LAC DES CYGNES- BALLET ET ORCHESTRE,https://static.ticketmaster.fr/static/images/vignettes/a_523179.gif
4 mai 2023,LA CANOPEE,RUFFEC,DANSE - DANSE CONTEMPORAINE,9.0,COMPAGNIE GRENADE JOSETTE BAIZ,https://static.ticketmaster.fr/static/images/vignettes/a_536092.gif
